                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     86,                0.69264,                0.67039,                0.56691,                0.96995,                0.89552,                0.89119,                0.93757,                0.80743,                 0.8919,                0.88735,                0.91943,                0.57328,                0.55675,                0.39394,                0.48008,                0.89976,             0.00018709,             0.00018709,             0.00018709
                     87,                0.67171,                0.64881,                0.55827,                0.96689,                0.89256,                0.90359,                0.93297,                 0.7944,                0.89149,                0.89325,                0.91313,                0.57501,                0.57619,                0.38302,                0.50071,                0.91321,             0.00017609,             0.00017609,             0.00017609
                     88,                0.71091,                0.69265,                 0.5763,                0.97757,                0.86845,                0.91375,                0.93058,                0.80083,                0.85964,                 0.9055,                0.90709,                0.57726,                0.56648,                  0.375,                0.48904,                0.90749,             0.00016509,             0.00016509,             0.00016509
                     89,                0.72083,                0.69166,                0.57582,                0.97681,                0.86973,                0.89567,                0.92988,                0.80161,                0.87233,                0.87556,                0.89523,                0.54575,                0.56492,                0.40426,                0.48957,                0.90493,              0.0001541,              0.0001541,              0.0001541
                     90,                0.69116,                0.66009,                0.55138,                0.96748,                0.88488,                0.89383,                0.93594,                 0.8094,                0.87626,                0.88515,                0.90737,                0.58774,                 0.5374,                0.35414,                0.46587,                 0.9011,              0.0001431,              0.0001431,              0.0001431
                     91,                0.63449,                0.57592,                0.59826,                0.96868,                0.92293,                0.89883,                 0.9372,                0.81309,                0.90039,                  0.877,                0.90001,                0.57656,                0.54473,                0.39302,                0.46446,                0.88577,              0.0001321,              0.0001321,              0.0001321
                     92,                0.62023,                0.56012,                0.55098,                 0.9537,                0.93014,                0.86936,                0.93654,                0.81754,                 0.9221,                0.86099,                0.90531,                0.57514,                0.54552,                0.40662,                0.46285,                0.88925,              0.0001211,              0.0001211,              0.0001211
                     93,                0.63682,                0.56825,                0.53925,                 0.9563,                0.91325,                0.89138,                0.93293,                0.81774,                0.91001,                0.88608,                0.92182,                0.56964,                0.54147,                0.39995,                0.45943,                0.88328,              0.0001101,              0.0001101,              0.0001101
                     94,                0.63096,                0.56865,                0.52809,                0.95702,                0.91316,                0.89621,                0.94121,                0.80811,                0.90255,                0.88207,                0.90869,                0.52512,                0.57534,                0.44012,                0.47029,                0.89288,             9.9101e-05,             9.9101e-05,             9.9101e-05
                     95,                 0.6152,                0.55378,                0.52415,                0.94816,                0.90381,                0.92564,                0.94166,                  0.817,                0.90031,                0.92114,                0.92372,                0.58077,                0.56613,                 0.3835,                0.48419,                0.89589,             8.8102e-05,             8.8102e-05,             8.8102e-05
                     96,                0.62308,                0.56076,                0.52612,                0.95335,                0.90486,                  0.899,                0.93908,                0.81179,                 0.9037,                0.89699,                0.92542,                0.55458,                0.58729,                 0.4426,                0.50616,                0.90361,             7.7103e-05,             7.7103e-05,             7.7103e-05
                     97,                0.61014,                0.57343,                0.51771,                0.94554,                0.90453,                0.92106,                0.94299,                0.82327,                0.91146,                0.92549,                0.93896,                0.60356,                 0.5566,                0.37448,                 0.4565,                0.89175,             6.6105e-05,             6.6105e-05,             6.6105e-05
                     98,                0.61703,                0.58146,                0.51916,                0.94121,                 0.9005,                0.92293,                0.93789,                0.81124,                0.90157,                0.90993,                0.92818,                0.56982,                 0.5694,                0.41532,                0.47637,                  0.898,             5.5106e-05,             5.5106e-05,             5.5106e-05
                     99,                0.59943,                0.54946,                0.51164,                0.94148,                 0.9274,                0.87875,                0.94195,                0.82564,                0.93346,                0.88388,                 0.9387,                0.58725,                0.53917,                0.39226,                0.44971,                0.87902,             4.4107e-05,             4.4107e-05,             4.4107e-05
                    100,                0.61115,                0.56829,                0.51039,                0.94411,                0.92736,                 0.8855,                0.94025,                0.82241,                0.93356,                0.89049,                0.93742,                0.58806,                0.53787,                0.37669,                0.44357,                 0.8791,             3.3108e-05,             3.3108e-05,             3.3108e-05
